issue_type,weight_sum,share,total_weight,ci_low,ci_high,n_issue_rows,n_boot,candidate,source,window_type,weight_metric,filter_mode,grouping,source_scope
legal_election_rule,687.1204389832267,0.014825015074489927,46348.71772680932,0.00948485685548208,0.02059687251687871,1485,300,JWO,daum_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
media_column_summary,303.27027587002,0.006543229041579298,46348.71772680932,0.0014267851814787087,0.015545641321366342,1485,300,JWO,daum_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
media_photo_event,2060.6358403595946,0.044459392652575334,46348.71772680932,0.031690562412614004,0.058556747071420855,1485,300,JWO,daum_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
policy_real_estate_tax,4398.814479473757,0.09490692936536985,46348.71772680932,0.07616689059885899,0.11199798862217353,1485,300,JWO,daum_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
policy_transport_infrastructure,3163.890978958599,0.06826275103460998,46348.71772680932,0.051180687030583635,0.08654352612056346,1485,300,JWO,daum_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
policy_welfare_livelihood,295.07944154167984,0.006366507122828084,46348.71772680932,0.0028259058625769145,0.011005382932388194,1485,300,JWO,daum_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
race_polling,3373.0655222560185,0.07277581101893027,46348.71772680932,0.058847207836300125,0.08837616694400262,1485,300,JWO,daum_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
regional_visit,432.67101266753207,0.009335123686005746,46348.71772680932,0.004046143791306882,0.014322780402739457,1485,300,JWO,daum_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
safety_accident,1122.340785531975,0.024215142091898335,46348.71772680932,0.013517104287718325,0.03549655808404682,1485,300,JWO,daum_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
symbolic_event,245.02585092994047,0.0052865723788559325,46348.71772680932,0.0023872369816978923,0.008692491688012614,1485,300,JWO,daum_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
administrative_notice,406.1588830833597,0.012480946461536068,32542.31434571609,0.008200623942585509,0.017523816573411052,1464,300,JWO,daum_article,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
administrative_performance,5366.204335127269,0.16489928399433834,32542.31434571609,0.1414853284211548,0.18466740224617711,1464,300,JWO,daum_article,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
campaign_strategy,3270.1946879566194,0.10049053835616678,32542.31434571609,0.07982848390434848,0.12305271176923753,1464,300,JWO,daum_article,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
